work_id,state,ida,honble_members_of_parliament,constituency,work_category,work_description,recommended_date,recommended_amount,sanction_date,sanction_amount,work_status,completion_date,completed_amount_disbursed,total_expenditure,payment_count,unique_vendors,has_sanction,has_completion,has_expenditure,sanction_delay_days,completion_duration_days,sanction_difference,expenditure_ratio,sanction_ratio,expenditure_difference,completion_amount_ratio,completion_amount_difference,payments_per_vendor,financial_year,recommended_year,recommended_month,lof_prediction,lof_is_anomaly,lof_score,lof_risk_score,lof_risk_score_100,lof_anomaly_rank,lof_pattern_frequency
WS/MP620/2024-2025/133166,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Community Bhavan at Navalgund TQ Belavatagi Village Pry No 1/A Near Shivanand Math Continue Work,2024-07-08,497185.0,2024-07-09,497185.0,Physical Inspection,2024-10-14,497185.0,,,,1,1,0,1.0,97.0,0.0,,1.0,,1.0,0.0,,2024-2025,2024,7,1,0,-1.7680489535056578,0.8646122389367606,86.46122389367606,1854,1
WS/MP620/2025-2026/133167,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Trust and Society,Construction of College room of  CBS Charitable Foudation at Nulvi Vilage Pry No 817/3 Continued work,2024-07-08,500000.0,2025-09-18,500000.0,Sanction,,,,,,1,0,0,437.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-1.0478221480704424,0.5725500219074047,57.25500219074047,5697,314
WS/MP620/2024-2025/133190,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Trust and Society,Construction of Community Bhavan of Veerashaiv Jangam Society (R) at Ward No 21 Chidamarnagar Dharwad,2024-07-08,450000.0,2024-09-23,450000.0,Sanction,,,,,,1,0,0,77.0,,0.0,,1.0,,,,,2024-2025,2024,7,1,0,-1.1121675900842423,0.6873813348911932,68.73813348911932,4272,19
WS/MP620/2025-2026/133191,Karnataka,HAVERI(DEPUTY COMMISSIONER HAVERI_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Maremma Cultural bhavan at Neerlgudda village Shiggava TQ,2024-07-08,1500000.0,2025-05-29,1500000.0,Work partially Completed,,,850909.0,1.0,1.0,1,0,1,325.0,,0.0,0.5672726666666666,1.0,-649091.0,,,1.0,2025-2026,2024,7,1,0,-1.0384236481387492,0.5342485760186944,53.424857601869434,6378,1
WS/MP620/2024-2025/133301,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,"Construction of Cultural Bhavan at Kundagol TQ, Chickgungal Village ST Colony, Pry No.202",2024-07-09,398009.0,2024-08-22,398009.0,Physical Inspection,2025-02-03,398009.0,,,,1,1,0,44.0,165.0,0.0,,1.0,,1.0,0.0,,2024-2025,2024,7,1,0,-0.9912419671222491,0.2315612677084855,23.15612677084855,10514,1
WS/MP620/2024-2025/133303,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Community Hall at Uppinbetageri Village Near Mallikarjun Temple Pry No1151,2024-07-09,399104.0,2024-07-25,399104.0,Physical Inspection,2025-02-14,399104.0,,,,1,1,0,16.0,204.0,0.0,,1.0,,1.0,0.0,,2024-2025,2024,7,1,0,-0.9912419671222491,0.2315612677084855,23.15612677084855,10514,1
WS/MP620/2024-2025/133304,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Community Hall at Shibargatti Village Near Hanamanth Temple Pry No 96,2024-07-09,396154.0,2024-08-22,396154.0,Physical Inspection,,,396154.0,1.0,1.0,1,0,1,44.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,7,1,0,-1.0146241228832347,0.44085000730246826,44.085000730246826,7657,1
WS/MP620/2025-2026/133305,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Community Hall at Hosategur Village Near Shri Girimalleshwar Math Pry No 518 Continue work,2024-07-09,400000.0,2025-06-03,400000.0,Sanction,,,,,,1,0,0,329.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.9946300546120481,0.30900394333284653,30.900394333284652,9392,142
WS/MP620/2024-2025/133306,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Community Hall at Kardigudda Village Near Mallikarjun Temple Pry No 451/2,2024-07-09,495627.0,2025-03-14,495627.0,Physical Inspection,,,495627.0,1.0,1.0,1,0,1,248.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,7,1,0,-1.0397246099620874,0.5359281437125749,53.59281437125749,6355,1
WS/MP620/2024-2025/133307,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Community Hall at Tadakod Village Near Vittal Temple Pry No 319,2024-07-09,398955.0,2024-08-17,398955.0,Physical Inspection,,,398955.0,1.0,1.0,1,0,1,39.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,7,1,0,-0.9872080356808571,0.16153059734190156,16.153059734190155,11481,1
WS/MP620/2024-2025/133308,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Community Hall at Mulmuttal Village Near Beereshwar Temple Pry No 67,2024-07-09,399304.0,2024-08-17,399304.0,Physical Inspection,,,,,,1,0,0,39.0,,0.0,,1.0,,,,,2024-2025,2024,7,1,0,-0.9912419671222491,0.2315612677084855,23.15612677084855,10514,1
WS/MP620/2024-2025/133309,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Community Hall at Nigadi Village Near Kalmeshwar Temple Pry No 101 Continued work,2024-07-09,495031.0,2025-03-14,495031.0,Physical Inspection,,,495031.0,1.0,1.0,1,0,1,248.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,7,1,0,-1.0131795291130736,0.4380020446911056,43.80020446911056,7696,1
WS/MP620/2024-2025/133310,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Cultural Bhavan at Parsapur Village Near Hanuman Temple Pry No 107,2024-07-09,247583.0,2024-08-22,247583.0,Physical Inspection,,,,,,1,0,0,44.0,,0.0,,1.0,,,,,2024-2025,2024,7,1,0,-0.9890863789709773,0.18526361910325695,18.526361910325694,11157,1
WS/MP620/2024-2025/133311,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Cultural Bhavan at Chabbi Village Near Vithobha Temple Pry No 266/A,2024-07-09,250000.0,2024-08-22,250000.0,Sanction,,,,,,1,0,0,44.0,,0.0,,1.0,,,,,2024-2025,2024,7,1,0,-0.9927711970310358,0.2544179932817292,25.44179932817292,10137,147
WS/MP620/2024-2025/133312,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Community Hall at Ayahatti Village Near Beereshwar Temple Pry No 34,2024-07-09,498091.0,2024-07-25,498091.0,Physical Inspection,2025-06-09,498091.0,498091.0,1.0,1.0,1,1,1,16.0,319.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2024-2025,2024,7,1,0,-1.0382693104350031,0.5338104279246385,53.38104279246385,6384,1
WS/MP418/2024-2025/133409,Bihar,ARARIA(DISTRICT PLANNING OFFICER ARARIA_IDA),Pradeep Kumar Singh,ARARIA,Normal/Others,"PCC Road from Permeshwar Bhagat house to Ramdev Master house at ward no 15, uder Forbesganj Block.",2024-07-12,448127.0,2024-07-14,448127.0,Physical Inspection,2024-09-05,448127.0,,,,1,1,0,2.0,53.0,0.0,,1.0,,1.0,0.0,,2024-2025,2024,7,1,0,-1.1053397180825464,0.6813202862567548,68.13202862567547,4364,1
WS/MP498/2024-2025/133447,West Bengal,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,Normal/Others,Phage 2: Concrete R.C.C. bridge,2024-07-13,1602957.0,2024-08-07,1602957.0,Physical Inspection,2026-07-27,1602957.0,1602957.0,1.0,1.0,1,1,1,25.0,719.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2024-2025,2024,7,1,0,-1.2823756614224815,0.7765444720315466,77.65444720315466,3060,1
WS/MP577/2025-2026/133549,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,khnagela game mota faliya ma c.c.road nu kam,2024-07-17,250000.0,2025-04-11,250000.0,Physical Inspection,,,250000.0,1.0,1.0,1,0,1,268.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,7,1,0,-0.9736644481533034,0.05016795676938801,5.016795676938801,12989,11
WS/MP577/2025-2026/133550,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,vijagadh game sampura balubhai na ghar thi kenal faliya sudhi c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,,1,0,0,447.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.986182437708396,0.15404556740178177,15.404556740178176,11579,8
WS/MP577/2025-2026/133551,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,khangela game dharmesh na ghar taraf jata rasta par c.c.road nu kam,2024-07-17,242105.0,2025-10-17,242105.0,Physical Inspection,,,242105.0,1.0,1.0,1,0,1,457.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,7,1,0,-1.0467243480974329,0.5601723382503286,56.01723382503286,6023,1
WS/MP577/2025-2026/133552,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,khapariya game damor faliya ma c.c.road nu kam,2024-07-17,250000.0,2025-04-11,250000.0,Sanction,,,,,,1,0,0,268.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.9927711970310358,0.2544179932817292,25.44179932817292,10137,147
WS/MP577/2025-2026/133553,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,agavada game gamtal sarpanch faliya ma c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,,1,0,0,447.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.986182437708396,0.15404556740178177,15.404556740178176,11579,8
WS/MP577/2025-2026/133554,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,dashla game sarkari prathmik  shala ma shed nu kam,2024-07-17,245098.0,2025-10-17,245098.0,Sanction,,,,,,1,0,0,457.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.9861824377083959,0.15349788228421202,15.349788228421202,11591,2
WS/MP577/2025-2026/133556,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,khapariiya game damor simada faliya faliya ma c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,,1,0,0,447.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.986182437708396,0.15404556740178177,15.404556740178176,11579,8
WS/MP577/2025-2026/133557,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,VAROD SURPALI SADIYAVARU FALIYAMA AAVEL SARKARI SARVE NO.189-1 MA SAMUHIK KUVA NU KAM,2024-07-17,250000.0,2026-01-02,250000.0,Sanction,,,,,,1,0,0,534.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.9927711970310358,0.2544179932817292,25.44179932817292,10137,147
WS/MP577/2025-2026/133558,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,varamkheda game mukhy rasta thi gamtal sudhi c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,,1,0,0,447.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.986182437708396,0.15404556740178177,15.404556740178176,11579,8
WS/MP577/2025-2026/133559,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,moti kharaj game dhanthadi c.c.road nu kam,2024-07-17,245098.0,2025-10-17,245098.0,Sanction,,,,,,1,0,0,457.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.9861824377083959,0.15349788228421202,15.349788228421202,11591,2
WS/MP577/2025-2026/133560,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nagrala game bamaniya faliya ma samuhik sinchai kuva nu kam,2024-07-17,245826.0,2025-10-17,245826.0,Sanction,,,,,,1,0,0,457.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.986182437708396,0.15404556740178177,15.404556740178176,11579,4
WS/MP577/2025-2026/133561,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nasirpur game mavi faliya ma samuhik kuva nu kam,2024-07-17,245826.0,2025-10-17,245826.0,Sanction,,,,,,1,0,0,457.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.986182437708396,0.15404556740178177,15.404556740178176,11579,4
WS/MP577/2025-2026/133562,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,punsari game bhuriya faliya ma paka rasta ne jodto c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,,1,0,0,447.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.986182437708396,0.15404556740178177,15.404556740178176,11579,8
WS/MP577/2025-2026/133563,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,chandawada game toranvali mahudi faliya ma c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Physical Inspection,,,245356.0,1.0,1.0,1,0,1,447.0,,0.0,0.9986121116659952,1.0,-341.0,,,1.0,2025-2026,2024,7,1,0,-1.0060290351968328,0.4163867387176866,41.63867387176866,7992,1
WS/MP577/2025-2026/133564,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,DHAVADIYA GAME BORVA FALIYAMA C.C.ROADNU KAM,2024-07-17,250000.0,2026-01-02,250000.0,Physical Inspection,,,,,,1,0,0,534.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.9927711970310358,0.2544179932817292,25.44179932817292,10137,147
WS/MP577/2025-2026/133565,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,simaliya khurd  game gamtal thi majubhai na ghar sudhi c.c.road nu kam,2024-07-17,250000.0,2025-04-11,250000.0,Physical Inspection,,,250000.0,1.0,1.0,1,0,1,268.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,7,1,0,-0.9736644481533034,0.05016795676938801,5.016795676938801,12989,11
WS/MP577/2025-2026/133566,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,varamkheda game nadini bajuma c.c.road nu kam,2024-07-17,250000.0,2025-10-07,250000.0,Sanction,,,,,,1,0,0,447.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.9927711970310358,0.2544179932817292,25.44179932817292,10137,147
WS/MP577/2025-2026/133567,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,bhutodi game mohaniya  faliya ma c.c.road nu kam,2024-07-17,245098.0,2025-10-17,245098.0,Physical Inspection,,,245098.0,1.0,1.0,1,0,1,457.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,7,1,0,-1.009733938387192,0.43004235431575877,43.00423543157588,7805,1
WS/MP577/2025-2026/133568,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,motikharaj game paka rasta thi  bhabhor faliya sudhi c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,,1,0,0,447.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.986182437708396,0.15404556740178177,15.404556740178176,11579,8
WS/MP577/2025-2026/133569,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,khangela game paka rasta thi dineshbai gundiya  na ghar sudhi c.c.road nu kam,2024-07-17,250000.0,2025-04-11,250000.0,Physical Inspection,,,250000.0,1.0,1.0,1,0,1,268.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,7,1,0,-0.9736644481533034,0.05016795676938801,5.016795676938801,12989,11
WS/MP577/2025-2026/133570,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,gadoi game umriya kotar upar smshan jata rasta upar nala nu kam,2024-07-17,250000.0,2025-04-11,250000.0,Sanction,,,,,,1,0,0,268.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.9927711970310358,0.2544179932817292,25.44179932817292,10137,147
WS/MP577/2025-2026/133571,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,bavka game mulka faliya thi smshan taraf jata rasta par nala nu kam,2024-07-17,250000.0,2025-04-11,250000.0,Sanction,,,,,,1,0,0,268.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.9927711970310358,0.2544179932817292,25.44179932817292,10137,147
WS/MP577/2025-2026/133572,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,katwara game hathila faliya ma  samuhik kuva nu kam,2024-07-17,245826.0,2025-10-17,245826.0,Sanction,,,,,,1,0,0,457.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.986182437708396,0.15404556740178177,15.404556740178176,11579,4
WS/MP577/2025-2026/133573,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nani kharaj game bandikhedi panda faliya ma c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,,1,0,0,447.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.986182437708396,0.15404556740178177,15.404556740178176,11579,8
WS/MP577/2025-2026/133574,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,kathla game damar road thi parmar faliya sudhi c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,,1,0,0,447.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.986182437708396,0.15404556740178177,15.404556740178176,11579,8
WS/MP577/2024-2025/133575,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nalwai game chopadi faliya ma c.c.road nu kam,2024-07-17,250000.0,2025-03-27,250000.0,Physical Inspection,,,249291.0,1.0,1.0,1,0,1,253.0,,0.0,0.997164,1.0,-709.0,,,1.0,2024-2025,2024,7,1,0,-0.9749412591604205,0.05966116547393019,5.966116547393019,12876,3
WS/MP577/2024-2025/133576,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,garbada game kamliyavad faliyama c.c.road nu kam,2024-07-17,250000.0,2025-03-27,250000.0,Sanction,,,,,,1,0,0,253.0,,0.0,,1.0,,,,,2024-2025,2024,7,1,0,-0.9927711970310358,0.2544179932817292,25.44179932817292,10137,147
WS/MP577/2025-2026/133577,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,lilar game mavi faliya ma  samuhik kuva nu kam,2024-07-17,245826.0,2025-10-17,245826.0,Sanction,,,,,,1,0,0,457.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.986182437708396,0.15404556740178177,15.404556740178176,11579,4
WS/MP577/2024-2025/133578,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,chharchhoda game bhabhor faliya thi aanganvadi ne jodto c.c.roadnu kam,2024-07-17,250000.0,2025-03-27,250000.0,Sanction,,,,,,1,0,0,253.0,,0.0,,1.0,,,,,2024-2025,2024,7,1,0,-0.9927711970310358,0.2544179932817292,25.44179932817292,10137,147
WS/MP577/2025-2026/133579,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,bhutardi game bhuriya faliya ma c.c.road nu kam,2024-07-17,247496.0,2025-10-04,247496.0,Physical Inspection,,,247496.0,1.0,1.0,1,0,1,444.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,7,1,0,-0.9842150280212109,0.12633270045275302,12.633270045275303,11964,1
WS/MP577/2025-2026/133580,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,minakyar game bilval faliya ma c.c.road nu kam,2024-07-17,247496.0,2025-10-04,247496.0,Sanction,,,,,,1,0,0,444.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.9889959690991182,0.18453337227983058,18.453337227983056,11166,3
WS/MP577/2025-2026/133581,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,kharva game rasulbhaina ghar pase nikalti  sheri thi aanganvadi sudhi c.c.road nu kam,2024-07-17,250000.0,2026-01-12,250000.0,Sanction,,,,,,1,0,0,544.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.9927711970310358,0.2544179932817292,25.44179932817292,10137,147
WS/MP577/2025-2026/133582,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nelsur game aashram faliya ma saamuhik kuva nu kam,2024-07-17,250000.0,2026-01-12,250000.0,Sanction,,,,,,1,0,0,544.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.9927711970310358,0.2544179932817292,25.44179932817292,10137,147
WS/MP577/2025-2026/133583,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,ambli game khada faliya ma samuhik  kuva nu kam,2024-07-17,250000.0,2026-01-12,250000.0,Sanction,,,,,,1,0,0,544.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.9927711970310358,0.2544179932817292,25.44179932817292,10137,147
WS/MP577/2024-2025/133584,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,vajelav game sarpanch faliya ma c.c.road nu kam,2024-07-17,249291.0,2025-03-27,249291.0,Physical Inspection,,,249291.0,1.0,1.0,1,0,1,253.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,7,1,0,-0.9749412591610899,0.059953264203300716,5.995326420330072,12871,5
WS/MP577/2024-2025/133585,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,matwa game navi vsahat thi badarbhai plas na ghar sudhi c.c.road nu kam,2024-07-17,250000.0,2025-03-27,250000.0,Physical Inspection,,,249291.0,1.0,1.0,1,0,1,253.0,,0.0,0.997164,1.0,-709.0,,,1.0,2024-2025,2024,7,1,0,-0.9749412591604205,0.05966116547393019,5.966116547393019,12876,3
WS/MP577/2024-2025/133586,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,abhlod game indira nagari faliya ma c.c.road nu kam,2024-07-17,249291.0,2025-03-27,249291.0,Sanction,,,,,,1,0,0,253.0,,0.0,,1.0,,,,,2024-2025,2024,7,1,0,-0.9889979589357851,0.1847524463268585,18.47524463268585,11163,3
WS/MP577/2025-2026/133587,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,zari burjarg game dungra faliya ma aanganvadi thi ramanbhai vanabhai na ghar sudhi c.c.road nu kam,2024-07-17,247496.0,2025-10-04,247496.0,Sanction,,,,,,1,0,0,444.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.9889959690991182,0.18453337227983058,18.453337227983056,11166,3
WS/MP577/2024-2025/133588,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,rayan panchayat limbu faliya thi lilva talavne jodto c.c.road nu kam,2024-07-17,250000.0,2025-03-27,250000.0,Physical Inspection,,,249291.0,1.0,1.0,1,0,1,253.0,,0.0,0.997164,1.0,-709.0,,,1.0,2024-2025,2024,7,1,0,-0.9749412591604205,0.05966116547393019,5.966116547393019,12876,3
WS/MP577/2025-2026/133589,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,boriyala game divaniya faliya ma samuhik kuva nu kam,2024-07-17,250000.0,2026-01-12,250000.0,Sanction,,,,,,1,0,0,544.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.9927711970310358,0.2544179932817292,25.44179932817292,10137,147
WS/MP577/2025-2026/133590,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,patiya game simada faliya ma samuhik kuva nu kam,2024-07-17,250000.0,2026-01-12,250000.0,Sanction,,,,,,1,0,0,544.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,-0.9927711970310358,0.2544179932817292,25.44179932817292,10137,147
